Item,Q4 2003,Q4 2004,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VI. Tổng tài sản dài hạn khác,48061696186.0,45973597752.0,80883955043.0,120595474439.0,131147819615.0,139408761270.0,117401000000.0,116626000000.0,116964506612.0,117608230196.0,204078000000.0,200904708367.0,211133133684.0,219346302017.0,215331254555.0,259984661119.0,265552807705.0,263207419124.0,249124071857.0,165012857490.0,175473543565.0,157608774998.0,162461317098.0,164694491374.0,105404476401.0,111441016405.0,107338146303.0,106760162067.0,158870272639.0,142942852756.0,150152345194.0,131617602196.0,215560470364.0,259241769127.0,295112796930.0,294923636457.0,362797037390.0,374596885496.0,341541338443.0,371344016943.0,665843284286.0,638201606856.0,442510027575.0,424572342278.0,431873479652.0,471914726352.0,494045869781.0,478299962369.0,489723037809.0,624314468654.0,642529578885.0,637424802643.0,617913952077.0,641860218033.0,787060142152.0,747919674667.0,900963753936.0,641481792933.0,704997760721.0,681936346038.0,679019773090.0,687204842253.0,738353477734.0,733823177186.0,739262058527.0,722697318872.0,752255622286.0,730175590899.0,712013799324.0,690273442325.0,807789866602.0,810558496404.0,804275672011.0,814214244187.0
1. Chi phí trả trước dài hạn,48061696186.0,45973597752.0,80883955043.0,117711148189.0,131147819615.0,,,,116859506612.0,117491230196.0,,192137615231.0,191433342432.0,191790642499.0,195512328998.0,194888723948.0,193934851618.0,193105869957.0,194714091558.0,117285445801.0,119460986440.0,94467474757.0,97740813322.0,99180632850.0,33272444035.0,33740404326.0,25598314795.0,20841682409.0,42615023438.0,40271022637.0,41073978122.0,34953110614.0,81691053305.0,109639619818.0,171151838315.0,173300542672.0,196204979134.0,201152715870.0,183505250834.0,210138161691.0,423014863803.0,433048083758.0,417329840261.0,400225367875.0,402464626702.0,439360054201.0,459395057029.0,455688125817.0,463098001910.0,595535113215.0,612134810005.0,605218037493.0,595192603070.0,636060459744.0,750599476304.0,732120606558.0,883586446472.0,624567844983.0,678630479869.0,678291118285.0,672458112694.0,681055051641.0,713499307014.0,719856192649.0,730264994725.0,722697318872.0,725108101375.0,730175590899.0,705958127692.0,690273442325.0,772804663141.0,807403361320.0,804275672011.0,814214244187.0
2. Tài sản Thuế thu nhập hoãn lại,0.0,0.0,0.0,2884326250.0,0.0,,,,0.0,0.0,,8016847896.0,18899546012.0,26533414278.0,18796680317.0,64073691931.0,70595710847.0,69071303927.0,53520933059.0,46838364449.0,55123509885.0,62242253001.0,62865036536.0,64097438524.0,70763612366.0,76654192079.0,80643411508.0,84822059658.0,115158829201.0,101595410119.0,108001947072.0,95588071582.0,132792997059.0,148525729309.0,115300622640.0,113489757810.0,159403167095.0,166249611926.0,150793168409.0,161205855252.0,242828420483.0,205153523098.0,25180187314.0,24346974403.0,29408852950.0,32554672151.0,34650812752.0,22611836552.0,26625035899.0,28779355439.0,30394768880.0,26934241843.0,22721349007.0,5799758289.0,36460665848.0,15799068109.0,17377307464.0,16913947950.0,26367280852.0,3645227753.0,6561660396.0,6149790612.0,24854170720.0,13966984537.0,8997063802.0,0.0,27147520911.0,0.0,6055671632.0,0.0,34985203461.0,3155135084.0,0.0,0.0
3. Tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,,,,105000000.0,117000000.0,,750245240.0,800245240.0,1022245240.0,1022245240.0,1022245240.0,1022245240.0,1030245240.0,889047240.0,889047240.0,889047240.0,899047240.0,1855467240.0,1416420000.0,1368420000.0,1046420000.0,1096420000.0,1096420000.0,1096420000.0,1076420000.0,1076420000.0,1076420000.0,1076420000.0,1076420000.0,8660335975.0,8133335975.0,7188891161.0,7194557700.0,7242919200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272523307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VII. Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1424000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11830992490.0,11527633709.0,19556808664.0,19039795171.0,16423909984.0,15963622753.0,15503335522.0,15043048291.0,14582761060.0,14122473829.0,13662186598.0,8494045888.0,8190687106.0,7887328324.0,174463919182.0,169988561659.0,169870157206.0,165290590052.0,160706939654.0,156116458505.0,151525977356.0,146935496207.0,142345015058.0,137754533909.0,133164052760.0,128573571611.0,123983090462.0,119392609313.0,114802128164.0,110211647015.0,474930098235.0,460950406941.0,446970715647.0,432991024353.0,538340102319.0,521352122724.0,504364143129.0,487376163534.0,2366060103995.0,2298695403954.0,2231149954553.0,2107871914351.0,2058548005612.0,1997162976806.0,1935777948000.0,1874392919193.0,1813007890387.0,1751622861581.0,1690237832775.0,1628852803968.0,1567467775162.0,1506082746356.0,1444697717550.0,1383312688743.0
TỔNG CỘNG TÀI SẢN,2631570595332.0,2554708373050.0,3849780629265.0,4005785710789.0,4084234650649.0,3986753746659.0,3563657000000.0,4800590000000.0,5136175958984.0,5245348794305.0,5344725000000.0,6004583940132.0,6143760692312.0,5933140180114.0,5933415044899.0,6105480000745.0,6839988830802.0,7491290276326.0,8531061983065.0,9021082362710.0,10676838119102.0,9892286746589.0,10773032295860.0,12280491757685.0,14699418034113.0,14335903039114.0,15582671550751.0,17357607597663.0,18122267001883.0,17085744691352.0,19667796048127.0,20588839867010.0,21114538768762.0,20659514543096.0,22875414056636.0,23264350194822.0,23734245180854.0,23907602917207.0,25770138060957.0,27003064354813.0,27223661690599.0,25958969285317.0,27478175944352.0,29068835554512.0,29798001198779.0,27656720742141.0,29378656325464.0,31068544643384.0,31955032118295.0,31595714941194.0,34667318837497.0,35328719216070.0,36183530062338.0,34026431394368.0,37366108654179.0,38305261792855.0,40186475665451.0,40101852847756.0,44699873386034.0,46073727018989.0,49596809946225.0,50396457516921.0,48432480673629.0,51051210880651.0,53046669029192.0,52067759208240.0,53332403438219.0,52995528231171.0,53842175999663.0,51199903422164.0,48482664236220.0,49264785492099.0,50968781757650.0,54967436003598.0
NGUỒN VỐN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
A. Nợ phải trả,1070782027981.0,739447821414.0,1695863851691.0,1675597903681.0,1695455315555.0,1462972639255.0,892269000000.0,906094000000.0,1268088077500.0,1212247691077.0,1130916000000.0,1365803737735.0,1423670261759.0,1096827698032.0,1462091263204.0,948447871492.0,1178856857907.0,1524361556833.0,2039923186840.0,2130086185091.0,3335695360109.0,2586980524583.0,2808595705578.0,3375341412812.0,3376246017653.0,2796096508289.0,3105466354267.0,3736741201267.0,4257462008609.0,3076514929719.0,4174699452270.0,3717442885609.0,4083065582101.0,3771554208170.0,5307060807329.0,4403591598101.0,5119511114009.0,5662834497211.0,5969901577449.0,5741614197631.0,5951379727175.0,6742179621479.0,6554260196767.0,6195900000302.0,6850659845222.0,6901906900271.0,6972707036879.0,6049114164383.0,7201913619763.0,7567098172016.0,10794261023636.0,9037780154701.0,9647480149806.0,8076222108091.0,11094739362252.0,9382030969362.0,11252755465246.0,12261224601874.0,14968618181670.0,13826962983067.0,17241110573049.0,18704936040491.0,14785358443807.0,17087270259224.0,18671295879023.0,18192841472371.0,17482289188835.0,18018316689141.0,17021656898873.0,17355518040395.0,15666145881135.0,14754559329281.0,14308732050657.0,20964371994291.0
I. Nợ ngắn hạn,957023388658.0,715694743242.0,1651838300441.0,1582359158181.0,1530003648386.0,1375526213502.0,803129000000.0,757969000000.0,1169192780425.0,1101445541792.0,990407000000.0,1235577653719.0,1300417252368.0,1007445529481.0,1315479512684.0,751681436537.0,955956949692.0,1281054902750.0,1783628608345.0,1882322285692.0,2917388573143.0,2433325476052.0,2645012251272.0,3180616801051.0,3232230530103.0,2649498709401.0,2946537015499.0,3577982226404.0,4098349242682.0,2883604075620.0,4114917931040.0,3657763640534.0,4013167930550.0,3701868681483.0,4956397594108.0,4047843509295.0,4624642854725.0,5146485757250.0,5453262931031.0,5227911279864.0,5431901592093.0,6183917147643.0,6004316835213.0,5760854047953.0,6316879862995.0,6370099514142.0,6457497982894.0,5534019542094.0,6712397749306.0,7089478813206.0,10195562827092.0,8441889289285.0,8862722162878.0,7381050047407.0,10639592009462.0,8816669411270.0,10816139387760.0,11924062277981.0,14442851833360.0,13314973420207.0,16681721259498.0,18164145581085.0,14212646285475.0,16532816332955.0,18127021271173.0,17766091926204.0,17068416995519.0,17607914154548.0,16644210900330.0,16983265249980.0,15308423081524.0,14407882880499.0,13742782382772.0,20399327964197.0
1. Vay và nợ thuê tài chính ngắn hạn,7657146000.0,3281634000.0,12463052000.0,9146640000.0,515030607000.0,,,,14963436000.0,312463436000.0,,534743436000.0,477879790417.0,198973436000.0,188221936000.0,9963436000.0,9963436000.0,79669980840.0,13283082682.0,13828919054.0,325211436000.0,331807436000.0,567960000000.0,1035150000000.0,927810000000.0,309420000000.0,0.0,416560000000.0,208280000000.0,0.0,0.0,0.0,0.0,0.0,178943692147.0,178426692076.0,66825762412.0,1273922478239.0,1279525014840.0,922783147378.0,872896438045.0,1358733604316.0,1475358507208.0,1499433453402.0,1365531072109.0,1336465403604.0,1332666200200.0,174251757485.0,108173213914.0,219632623984.0,268102046087.0,1560293768812.0,1797452552318.0,956294678845.0,1060047652329.0,2126083288960.0,3272945064774.0,4188147842196.0,5351461260191.0,6149806942796.0,6189353009901.0,6423212089774.0,7316497078307.0,9247097278828.0,9481532928054.0,9038248667322.0,9382354118118.0,10942647333716.0,9701229190460.0,9405653167691.0,4867129839103.0,6889265980740.0,6128144184250.0,6873932117860.0
2. Vay và nợ dài hạn đến hạn phải trả,0.0,10000000000.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả người bán ngắn hạn,246750532025.0,206350569353.0,242290894249.0,220779468801.0,337497443113.0,,,,443976647838.0,390826673939.0,,318247653078.0,405473106307.0,387009477875.0,492283207552.0,264619688873.0,369291115126.0,396668929167.0,789866508433.0,773327832434.0,1015155054415.0,990747571250.0,1089416813120.0,1160731082378.0,1189158911786.0,1142047197658.0,1830959100474.0,2120548903906.0,2412079296816.0,1442323438803.0,2217586777551.0,1963663787947.0,2036039250350.0,1703381547568.0,1968257136188.0,2056234730987.0,2354369079371.0,1610917087104.0,1898529392924.0,2069300365671.0,1654335599073.0,2151503377100.0,2193602809261.0,1432404584830.0,1614759792924.0,1642187213616.0,2561910262979.0,2403605166199.0,3209832429063.0,3337496477286.0,3965691123157.0,3650373938077.0,3819958740234.0,2973930743991.0,3991064706111.0,3177761240544.0,3506021209689.0,3690036928929.0,3648445576699.0,3981497996603.0,3117601233572.0,3417205684642.0,3199186016787.0,4384135429137.0,4402754822880.0,3709048316608.0,4213887652294.0,4140294162819.0,3762720656938.0,3374576488096.0,4284158390163.0,4636741550147.0,3483236724486.0,3550757750659.0
4. Người mua trả tiền trước,65205049.0,1183582991.0,575375976.0,2106368253.0,4899599039.0,,,,4542534144.0,4554932601.0,,2366238239.0,3173779042.0,36603185939.0,5916899180.0,9217572763.0,15038321145.0,21428683393.0,77584157132.0,36329209251.0,748317375358.0,46193118967.0,30515029293.0,36561918069.0,60529422859.0,116991896985.0,116844952210.0,111047546056.0,104921000124.0,21292200789.0,21589364414.0,19577811278.0,32845817190.0,21296233954.0,20929404542.0,26747069793.0,17653657080.0,14229030312.0,17826386435.0,15238253354.0,22762414626.0,17962164288.0,19882391510.0,15542958257.0,16165064550.0,28090946823.0,35951866026.0,30555300153.0,23034093860.0,27555730892.0,360182469422.0,411072068406.0,365688934983.0,246420929400.0,535552943437.0,382030552891.0,257406204511.0,289188450552.0,245247666160.0,223415731424.0,234824364052.0,166642125092.0,111159982412.0,222037194417.0,360506124003.0,242584395198.0,66036392886.0,116501196540.0,199280096694.0,239770870256.0,161708567120.0,376266587860.0,315814573879.0,200125679398.0
5. Thuế và các khoản phải nộp nhà nước,45571706084.0,27081714047.0,19117631087.0,22232709122.0,24556001544.0,,,,64192117671.0,30774696016.0,,36215038297.0,100290554762.0,36430588297.0,272869460500.0,151793229414.0,163946930935.0,303719222093.0,399962484363.0,462276162933.0,338239112216.0,416614579335.0,281788660883.0,273403888135.0,278995281614.0,290492377366.0,287462890828.0,371714889154.0,456273718964.0,393878816237.0,333952869847.0,411515510169.0,545088728812.0,468456525441.0,456725904986.0,399210723796.0,512564636095.0,479668495308.0,502643076304.0,465016572558.0,645891205348.0,512357199729.0,215807811014.0,538006598095.0,682430450322.0,669055575405.0,255510130860.0,746321904930.0,858292909577.0,974697066191.0,383314082997.0,680194876886.0,732991785388.0,839960420850.0,341669047623.0,663908183628.0,979900107744.0,1038009393860.0,619393665850.0,793593104065.0,1916042698331.0,2123791451734.0,659550222596.0,671570799698.0,1609417965484.0,2411967346528.0,648146741635.0,596303199343.0,893645385689.0,1769611876829.0,598135128295.0,602552747077.0,1616503881899.0,2127261309096.0
6. Phải trả người lao động,208891106369.0,140305633775.0,130550548.0,99820964991.0,69782578045.0,,,,16673000.0,55300000.0,,7393058458.0,711705557.0,15865111435.0,3103387460.0,36755478052.0,43412093720.0,50008122595.0,28687738983.0,38575294641.0,49003380193.0,61204455848.0,33549296245.0,47056247416.0,59627008498.0,72326127870.0,44740312110.0,54795328663.0,76683338736.0,90448153069.0,106150509860.0,79140727031.0,96446026330.0,107820123099.0,137540107294.0,89822785874.0,116513026857.0,154177478850.0,163476907176.0,116852520372.0,122357599442.0,152436965241.0,452476117228.0,127798211943.0,147776102862.0,173795146326.0,192349429102.0,125707095455.0,149965614784.0,168273795209.0,205722836953.0,126134686284.0,156062380956.0,183493089292.0,215270553609.0,140918722803.0,168641411868.0,190073046910.0,239520745753.0,183126208062.0,216375873207.0,232503697170.0,279673306451.0,243632844343.0,230751499532.0,279157677513.0,304671997074.0,216379441316.0,224015927915.0,270909683834.0,287914221269.0,220689107592.0,225893621921.0,274518436681.0
7. Chi phí phải trả ngắn hạn,0.0,99633696189.0,122353913945.0,147492994370.0,92479176964.0,,,,116053005634.0,154041814845.0,,162822918959.0,172585390519.0,169685823502.0,154477189389.0,147705797923.0,181631466349.0,190251074966.0,208130515257.0,205522748107.0,225497399213.0,257602955282.0,264150983635.0,263934305583.0,284220843489.0,291290050879.0,260678009293.0,254133424597.0,391860797557.0,338716578878.0,365103636850.0,318370952862.0,469609879334.0,521298043555.0,490760970004.0,502440931384.0,694956152027.0,718490212863.0,637114219782.0,767785773922.0,1167002326130.0,970760458695.0,593485587927.0,1320006293261.0,1373736978269.0,1466054222080.0,1025974683705.0,1119390469461.0,1258517608314.0,1237142978721.0,1528287945458.0,1186386496780.0,1077969037974.0,1180328235739.0,1437232532734.0,1403533243246.0,1683364143467.0,1576818860703.0,1738321908844.0,1522689934927.0,1693380025578.0,1586093448163.0,1910213748076.0,1403844671605.0,1460331652825.0,1524441462218.0,1817263017920.0,1272817905742.0,1431428335194.0,1519189784477.0,1620874538443.0,1371334324629.0,1512085307370.0,1720002534780.0
8. Phải trả nội bộ ngắn hạn,0.0,0.0,0.0,-130629948.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695863621.0,2115494673.0,1350893817.0,1017868583.0,446264301.0,726853615.0,3360079979.0,802734364.0,650653333.0,366475152.0,7344630678.0,6105728642.0,6070831960.0,4750270950.0,6910881322.0,6451361951.0,6348839360.0,465948676.0,2111168658.0,7479265238.0,328805116.0,338102717.0,15927234779.0,3965406139.0,98220000.0,267000815.0,3983400698.0,240547998.0,287136362.0,274155514.0,4161405120.0,3069930805.0,1206182798.0,113128183.0
11. Phải trả ngắn hạn khác,446840075493.0,190873297328.0,1251516944991.0,998714470093.0,380618754106.0,,,,441910695683.0,107655540916.0,,145732281561.0,74398213268.0,57762781000.0,104464320012.0,72860114520.0,64161372726.0,60573213772.0,83848669881.0,244981921411.0,53757884329.0,111499316476.0,118236497397.0,168838373049.0,170528208901.0,138600973759.0,59478925315.0,63603483869.0,128094774299.0,262245339556.0,664137048409.0,673973340171.0,594657347821.0,632938206501.0,1341762807045.0,671204525185.0,599446227344.0,637905375141.0,598428618781.0,668750725436.0,622026720944.0,635352780396.0,644468337067.0,647683902314.0,682063350488.0,685193652535.0,592099957922.0,612150506527.0,604545665704.0,609166138282.0,2783824177984.0,585248491765.0,566597855485.0,607771453859.0,2540327951932.0,686170232496.0,572651324477.0,578729724411.0,1956364398828.0,183733169783.0,2792310928500.0,3652399890063.0,145835054429.0,143379171868.0,135300833401.0,107338086664.0,114417067658.0,124160218261.0,141017495259.0,135535754596.0,3055541590234.0,125818309329.0,116353929697.0,5258187477813.0
12. Dự phòng phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6027114922.0,7939522975.0,7701157905.0,2420017605.0,2673879345.0,5983140683.0,5071570008.0,889995571.0,2355567358.0,3565814784.0,5572766430.0,603744795.0,6942485220.0,9993166732.0,11647496695.0,4502303315.0,6613126588.0,10412364911.0,7562376120.0,8048885766.0,8438020491.0,8439054613.0,6638096961.0,15278019908.0,17576674634.0,17013702018.0,15163750318.0,10290982323.0,8812145444.0,9906368196.0,8546448164.0,26635759312.0,16670449097.0,11824644148.0,10372921350.0
13. Quỹ khen thưởng phúc lợi,1247617638.0,36984615559.0,3389937645.0,82196172499.0,101487289953.0,83410182097.0,64990000000.0,64007000000.0,83537670455.0,101073147475.0,102129000000.0,28057029127.0,65904712496.0,105115125433.0,94143112591.0,58766118992.0,108512213691.0,178735675924.0,182265451614.0,107480197861.0,162206931419.0,217656042894.0,259394970699.0,194940986421.0,261360852956.0,288330084884.0,346372825269.0,185578650159.0,320156316186.0,334699548288.0,406397724109.0,191521511076.0,238480880713.0,246678001365.0,361477571902.0,123756050200.0,262314313539.0,257175599433.0,355719314789.0,196156806251.0,314993901889.0,374993945300.0,405464362576.0,176286297923.0,427987646487.0,363458930130.0,456785376550.0,318879040162.0,495819745973.0,509574761059.0,692489769561.0,229136748413.0,329936876848.0,376452727786.0,507013437050.0,223199458163.0,358448716959.0,365029705624.0,633936556611.0,261193046818.0,513065266628.0,555320994769.0,559325621730.0,195576862286.0,429313522976.0,437875223020.0,507365624913.0,189758003369.0,280680307623.0,259197020523.0,402163642465.0,165473893223.0,331719332324.0,384056608377.0
14. Quỹ bình ổn giá,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nợ dài hạn,113758639323.0,23753078172.0,44025551250.0,93238745500.0,165451667169.0,87446425753.0,89140000000.0,148124000000.0,98895297075.0,110802149285.0,140509000000.0,130226084016.0,123253009391.0,89382168551.0,146611750520.0,196766434955.0,222899908215.0,243306654083.0,256294578495.0,247763899399.0,418306786966.0,153655048531.0,163583454306.0,194724611761.0,144015487550.0,146597798888.0,158929338768.0,158758974863.0,159112765927.0,192910854099.0,59781521230.0,59679245075.0,69897651551.0,69685526687.0,350663213221.0,355748088806.0,494868259284.0,516348739961.0,516638646418.0,513702917767.0,519478135082.0,558262473836.0,549943361554.0,435045952349.0,533779982227.0,531807386129.0,515209053985.0,515094622289.0,489515870457.0,477619358810.0,598698196544.0,595890865416.0,784757986928.0,695172060684.0,455147352790.0,565361558092.0,436616077486.0,337162323893.0,525766348310.0,511989562860.0,559389313551.0,540790459406.0,572712158332.0,554453926269.0,544274607850.0,426749546167.0,413872193316.0,410402534593.0,377445998543.0,372252790415.0,357722799611.0,346676448782.0,565949667885.0,565044030094.0
1. Phải trả người bán dài hạn,0.0,0.0,33815115250.0,0.0,57499302740.0,,,,52976906015.0,57953912274.0,,72653740516.0,67243169058.0,34880316551.0,93612316987.0,89853989972.0,109349922392.0,100650593926.0,116939763988.0,111131782393.0,277199976193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427916520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219326848368.0,228596165802.0,2054753617.0,109326868918.0,13708650325.0,13708650325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,0.0,0.0,0.0,66842830500.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,113758639323.0,3753078172.0,0.0,0.0,4470070055.0,,,,2200000000.0,2200000000.0,,0.0,27399499000.0,0.0,0.0,51000000000.0,60000000000.0,92000000000.0,92000000000.0,92000000000.0,101763600000.0,92000000000.0,92000000000.0,92000000000.0,92000000000.0,92000000000.0,92000000000.0,92000000000.0,92000000000.0,125822000000.0,0.0,0.0,0.0,0.0,5036159560.0,4592362320.0,5580630094.0,5092359237.0,8192561774.0,7587679400.0,6980301574.0,3348551302.0,2814519233.0,2251866120.0,1704313524.0,1146093481.0,589208918.0,197635138.0,0.0,17207908808.0,16567661700.0,32843845125.0,31842717040.0,31069756665.0,29607431175.0,28356907140.0,27157368960.0,25806335175.0,27418573520.0,21656151705.0,14742382456.0,8831189942.0,59731299502.0,60215353294.0,61459115656.0,28055806373.0,21900931811.0,31606165145.0,4351166469.0,3944629817.0,3711780002.0,1793685874.0,1621165874.0,1305641287.0
