Item,Q4 2005,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,7133061863.0,70875290258.0,90146055572.0,309709394774.0,300284672276.0,272575742188.0,225867993284.0,195503253294.0,195211315433.0,175912358774.0,172399508488.0,171943408719.0,202682122626.0,193354620881.0,195123751621.0,250385315465.0,281332147201.0,243767338975.0,235751977563.0,232886767814.0,237440808433.0,244838639521.0,250015842690.0,413480166329.0,201352182015.0,193071390501.0,351281988907.0,692099873873.0,622319553861.0,979110568617.0,1450968247165.0,1119460578968.0,1205159771471.0,1272008664441.0,1826505490270.0,2099024077376.0,2103309100636.0,2047506328910.0,1990808255652.0,2113180307538.0,1973215824000.0,2016531195178.0,2051613423244.0,2895115884290.0,3208819565942.0,3038990484596.0,3591184312618.0,4004187857362.0,5581275640982.0,5176607888854.0,4541559001179.0,5097148169718.0,5332806458916.0,5239029363285.0,6356626523984.0,7492281732966.0,8495030873614.0,6208882070733.0,6873390498336.0,7155732220236.0,6779666670912.0,10167059910979.0,10394981987880.0,8553437324296.0,8937655068249.0,10330798429957.0,10074058823779.0,13888739063544.0,13431851705683.0
I. Tiền và các khoản tương đương tiền,4231827323.0,34572707580.0,6579253665.0,6016768704.0,6766303548.0,16627606484.0,103646795723.0,66889616311.0,71994521367.0,54712981239.0,47088465114.0,52749636324.0,34986226811.0,83316276875.0,21690395464.0,46606366460.0,69581491818.0,56985569611.0,106711521763.0,100454247685.0,99840805227.0,68863635206.0,80146351582.0,183699832920.0,57508859700.0,49860270524.0,222447736513.0,137188050764.0,70123448271.0,171410865042.0,865814503125.0,522898236343.0,282010163735.0,343808397430.0,956890172918.0,806164047728.0,714876705498.0,729091664588.0,841799945244.0,901877123522.0,849754380219.0,557790038694.0,668263560317.0,979774647809.0,1005008858256.0,1118786997741.0,975426558572.0,1174115097915.0,2682696791297.0,2543290912306.0,2090041235492.0,1695892133334.0,1598305024655.0,2224414177826.0,3259010422649.0,2874251160606.0,3134014322901.0,2039356316777.0,2676966884678.0,3156885498978.0,2460135399351.0,2719612139056.0,5560574789234.0,2598219500490.0,2042381163466.0,1869288596653.0,1263463930197.0,1023136864911.0,864372626108.0
1. Tiền,4231827323.0,34572707580.0,6579253665.0,,,,,,,,,,,,15195395464.0,22106366460.0,34781491818.0,20225569611.0,10201521763.0,15295546726.0,13832138953.0,10418160277.0,16972535162.0,66519395624.0,19878130634.0,14157439736.0,202896434553.0,39315412993.0,31571699902.0,57932292545.0,31621265979.0,455191573317.0,78895243487.0,150530639435.0,244142800041.0,423046484577.0,436889797019.0,418391664588.0,600379899664.0,514546632652.0,447549209130.0,246129611813.0,441573578253.0,744478086818.0,760015798302.0,651286997741.0,409023988118.0,289490317534.0,1573864503299.0,1030566033965.0,495107175181.0,398429330311.0,719473847577.0,891083897876.0,444218761946.0,603069283621.0,1085818305683.0,628103177546.0,599178945567.0,337946135314.0,441260881695.0,940421505428.0,722764738676.0,785727794780.0,781469992351.0,1081333480667.0,745280582580.0,690081014570.0,525366461033.0
2. Các khoản tương đương tiền,0.0,0.0,0.0,,,,,,,,,,,,6495000000.0,24500000000.0,34800000000.0,36760000000.0,96510000000.0,85158700959.0,86008666274.0,58445474929.0,63173816420.0,117180437296.0,37630729066.0,35702830788.0,19551301960.0,97872637771.0,38551748369.0,113478572497.0,834193237146.0,67706663026.0,203114920248.0,193277757995.0,712747372877.0,383117563151.0,277986908479.0,310700000000.0,241420045580.0,387330490870.0,402205171089.0,311660426881.0,226689982064.0,235296560991.0,244993059954.0,467500000000.0,566402570454.0,884624780381.0,1108832287998.0,1512724878341.0,1594934060311.0,1297462803023.0,878831177078.0,1333330279950.0,2814791660703.0,2271181876985.0,2048196017218.0,1411253139231.0,2077787939111.0,2818939363664.0,2018874517656.0,1779190633628.0,4837810050558.0,1812491705710.0,1260911171115.0,787955115986.0,518183347617.0,333055850341.0,339006165075.0
II. Các khoản đầu tư tài chính ngắn hạn,0.0,26055562700.0,60574912700.0,291271712700.0,201629487700.0,234177687700.0,104578306700.0,109559306700.0,102513752200.0,97173761700.0,95693257800.0,92436742380.0,123741222775.0,59186101322.0,137781590565.0,164187631778.0,175138853594.0,127361473860.0,84105435650.0,37355162306.0,42171814226.0,78470269065.0,56624065326.0,63125358172.0,34851235183.0,37692832899.0,18033617884.0,228197425019.0,246901003222.0,535116519950.0,300209190357.0,288358362775.0,306567750257.0,202082760518.0,262524800531.0,114532266236.0,23627281109.0,4567703097.0,59935881175.0,20790233271.0,19363981871.0,443714523327.0,244241143827.0,264204044327.0,486557034342.0,511593097092.0,355261996386.0,362721845786.0,256416830036.0,240646997704.0,178487792786.0,748591020364.0,1165760923776.0,658639435759.0,729692597127.0,1849007028209.0,1828036822509.0,1239198531436.0,890752632747.0,116879422064.0,72926791888.0,2969112911677.0,247255129939.0,1288188769251.0,1480581869774.0,3156811721921.0,3971955111964.0,7675537668003.0,6976435265936.0
1. Chứng khoán kinh doanh,0.0,26055562700.0,60574912700.0,,,,,,,,,,,,139981590565.0,169583255778.0,176183477594.0,130131844407.0,86642097138.0,39946576759.0,44190295328.0,83436477609.0,61590273870.0,69013612292.0,40598189303.0,50117189303.0,30387951019.0,254891396395.0,274843582413.0,548964698851.0,310286543549.0,297594070127.0,313456234349.0,209151645437.0,273643763773.0,17050967422.0,27574010017.0,6961453629.0,69647541839.0,6211324023.0,3623074023.0,3445594023.0,2998936023.0,2998936023.0,7617680849.0,6617680849.0,6617680849.0,6617680849.0,6522230849.0,6522230849.0,6522230849.0,6522230849.0,6522230849.0,6522230849.0,406522230849.0,1656522230849.0,1655886068849.0,906681068849.0,755886068849.0,5886068849.0,5698391849.0,2901069168287.0,6112191849.0,1106112187386.0,1106082187386.0,2206112201485.0,3306112199978.0,6676112190342.0,6676112191849.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,,,,,,,,,,,,-2200000000.0,-5395624000.0,-1044624000.0,-2770370547.0,-2536661488.0,-2591414453.0,-2018481102.0,-4966208544.0,-4966208544.0,-5888254120.0,-5746954120.0,-12424356404.0,-12354333135.0,-26693971376.0,-27942579191.0,-13848178901.0,-10077353192.0,-9235707352.0,-6888484092.0,-7068884919.0,-11118963242.0,-2518701186.0,-3946728908.0,-3294639456.0,-9711660664.0,-2518410196.0,-1356411596.0,-1041070696.0,-1067792196.0,-1104891696.0,-2756424285.0,-2762361535.0,-3077472963.0,-2383327563.0,-3105400813.0,-3275233145.0,-3121963063.0,-2813935485.0,-3011931390.0,-3186570090.0,-3333408722.0,-3426052640.0,-3260096340.0,-2415739468.0,-2166638157.0,-2100222812.0,-2084799961.0,-1785249761.0,-1821561061.0,-2341885762.0,-2737082739.0,-3155720489.0,-2969989939.0,-2513082434.0,-2259225734.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000000.0,0.0,900888924.0,0.0,17097319444.0,17097319444.0,441310000000.0,242310000000.0,262310000000.0,481695777778.0,507737777778.0,351721788500.0,358487492500.0,253000000000.0,237400000000.0,175087525000.0,744882725000.0,1162250624317.0,655303775000.0,326503775000.0,195910850000.0,175410850000.0,334933202055.0,137033202055.0,113093576027.0,69313200000.0,69828993151.0,242964499151.0,184418467627.0,377236765127.0,953855240925.0,668812901925.0,1001938560095.0,302582299821.0
III. Các khoản phải thu ngắn hạn,2749057530.0,7240321366.0,10809242260.0,9124734112.0,89089294859.0,14073043836.0,14397374927.0,15921372403.0,17022982295.0,19071133263.0,21738520009.0,20504262511.0,36520341334.0,44177661395.0,26354121616.0,26745191617.0,24655249106.0,48628447640.0,30147192480.0,79846635755.0,78914897572.0,82874637462.0,96779369748.0,147926865480.0,91172518482.0,91329217529.0,94777914437.0,194673695011.0,184163556921.0,153301968636.0,166869565020.0,177662071580.0,306091722039.0,355425540053.0,319944010437.0,525880341497.0,483654754966.0,569531955601.0,434190543422.0,384204094777.0,417593865477.0,421850711033.0,529940758184.0,653681251600.0,733276551457.0,635483912040.0,814775268655.0,722938668091.0,925932374180.0,796679664180.0,817241071728.0,1011887284444.0,848632283876.0,816719364724.0,740380094809.0,798790080336.0,1434291739750.0,1378053243936.0,1613047596777.0,1376008801363.0,1873414879485.0,1747477931819.0,1849125895199.0,1530744882743.0,1988546988235.0,2082234824955.0,1635669810351.0,1237212287903.0,1656766538661.0
1. Phải thu ngắn hạn của khách hàng,2716953585.0,6670772285.0,9077909821.0,,,,,,,,,,,,25896143797.0,25595986388.0,24121534571.0,20073481769.0,27009876946.0,28088047000.0,28155482147.0,30268777185.0,45692041329.0,40774333259.0,40352869392.0,39915402531.0,44098503354.0,134346032943.0,113567349210.0,91882278456.0,97301537890.0,117044990494.0,210713422109.0,204419184975.0,213981128504.0,367287015163.0,396101522878.0,482010977838.0,333622082747.0,296427414754.0,331192411229.0,323326376510.0,341504819977.0,381313632623.0,466589580081.0,563251676527.0,670202648241.0,633439099095.0,846125212149.0,735137017125.0,690345128037.0,851467436565.0,664266563749.0,747032848751.0,563035759671.0,694501472628.0,890534666092.0,964243355814.0,743081018824.0,772169676281.0,1190204834738.0,994538015780.0,1241964738242.0,1341622839969.0,1513512135956.0,1357210937550.0,1328279850506.0,1056224221849.0,1429819089330.0
2. Trả trước cho người bán,32103945.0,381862771.0,1145738932.0,,,,,,,,,,,,568134859.0,1142699363.0,533452155.0,25983434260.0,512740834.0,51835180456.0,50489700894.0,51889929521.0,50995870614.0,50772340210.0,50375621588.0,51134848432.0,50678625712.0,60035719349.0,57570490563.0,53302610913.0,53749058132.0,53110910544.0,65619745910.0,68065313610.0,72047808198.0,77935047514.0,47490793860.0,27611079167.0,48177043589.0,42450429331.0,47383629392.0,53161058535.0,120912327603.0,219016159055.0,207797079789.0,43061136249.0,91566418738.0,69204731245.0,67906916000.0,78144464568.0,128394670801.0,164302767822.0,198087260978.0,71105374719.0,110049681793.0,45891388680.0,473505122102.0,43060227138.0,437086471061.0,213333644291.0,290447193189.0,146038953306.0,258418958727.0,158748223509.0,189919263703.0,128773219155.0,160659521232.0,113367733128.0,121095071651.0
3. Phải thu nội bộ ngắn hạn,0.0,0.0,400000000.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1050000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,200000000.0,160000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000000.0,0.0,0.0,0.0,0.0,3576744000.0,344747977683.0,350078093683.0,350078093683.0,383078093683.0,566978093683.0,295936762175.0,11248976000.0,263958976000.0,574428976000.0,74313976000.0,24613976000.0,66079288847.0
6. Phải thu ngắn hạn khác,0.0,187686310.0,185593507.0,,,,,,,,,,,,74072200.0,190735106.0,184491620.0,2771832851.0,1774875940.0,123709539.0,379285771.0,825501996.0,225137045.0,56513871251.0,577706742.0,416431473.0,138250278.0,1016274099.0,13750048528.0,8841410647.0,16543300378.0,8230501922.0,34189882845.0,87557667899.0,38571742853.0,86911159600.0,50438027770.0,69893845075.0,62116716741.0,55284941109.0,49712145524.0,55902936028.0,77680312401.0,64912852564.0,74496394156.0,61704088082.0,100603953594.0,66911570543.0,58543303219.0,49042204272.0,65143991676.0,62318774308.0,53066787325.0,69313855559.0,138733274333.0,134860738749.0,141734026548.0,99505857411.0,153211726449.0,108361590566.0,62826766393.0,109712846309.0,123298431777.0,88468024504.0,89363328397.0,75965251924.0,128655182608.0,96418727100.0,94858114173.0
7. Dự phòng phải thu ngắn hạn khó đòi,0.0,0.0,0.0,,,,,,,,,,,,-184229240.0,-184229240.0,-184229240.0,-200301240.0,-200301240.0,-200301240.0,-109571240.0,-109571240.0,-133679240.0,-133679240.0,-133679240.0,-137464907.0,-137464907.0,-724331380.0,-724331380.0,-724331380.0,-724331380.0,-724331380.0,-4431328825.0,-4616626431.0,-4656669118.0,-6617880780.0,-10575589542.0,-10183946479.0,-9925299655.0,-10158690417.0,-10894320668.0,-10739660040.0,-10356701797.0,-11721392642.0,-15606502569.0,-32532988818.0,-47597751918.0,-46616732792.0,-46643057188.0,-65644021785.0,-66642718786.0,-66801694251.0,-66788328176.0,-70732714305.0,-71438620988.0,-76463519721.0,-75058818992.0,-73504174110.0,-70409713240.0,-67934203458.0,-53142008518.0,-69789977259.0,-70492995722.0,-69343181239.0,-68206715821.0,-54143559674.0,-56238719995.0,-53412370174.0,-55085025340.0
IV. Tổng hàng tồn kho,115377010.0,1331426808.0,1481233012.0,1761917651.0,2085110690.0,2122138814.0,2406017418.0,2207095935.0,2354233585.0,2223897622.0,5690645305.0,5275070210.0,6690346553.0,5645193941.0,7742012179.0,8181356441.0,9562881783.0,8042761979.0,11420316329.0,11261352775.0,12768886341.0,11144054555.0,12589472076.0,14126795004.0,13445050509.0,9647817584.0,10945206610.0,116988505460.0,102949567660.0,98476461651.0,99163268156.0,108442060866.0,275473523476.0,334090608600.0,253844253630.0,636174367571.0,861160909105.0,722319473407.0,635327798089.0,788255970794.0,658276348484.0,550139086475.0,573993374724.0,957099253650.0,924851781142.0,720268480098.0,1374275675918.0,1663594590132.0,1628472957340.0,1504895828352.0,1380081455181.0,1547365974164.0,1621417988313.0,1438881198202.0,1511730999428.0,1850798566837.0,1957129039252.0,1456043959898.0,1586843320482.0,2384449360587.0,2229615341017.0,2591910503199.0,2583013138384.0,2977474382757.0,3242252752810.0,3041050074902.0,3018263260140.0,3747806597261.0,3747234749105.0
1. Hàng tồn kho,115377010.0,1331426808.0,1481233012.0,,,,,,,,,,,,7742012179.0,8181356441.0,9562881783.0,8042761979.0,11420316329.0,11261352775.0,12768886341.0,11144054555.0,12895478054.0,14263257585.0,13581513090.0,9772488102.0,11069877128.0,131234739583.0,117195801783.0,111105055648.0,113335404631.0,122614197341.0,291402113582.0,353521821637.0,266690766372.0,658796815795.0,876524792021.0,746120663005.0,640643023359.0,794807733617.0,665506616641.0,558072398831.0,583306555469.0,965408848745.0,943183402121.0,738491581938.0,1389948854604.0,1704359256230.0,1666309388869.0,1526779184589.0,1410415044601.0,1575759353870.0,1651388035085.0,1470480568495.0,1545477555043.0,1887814075609.0,1993161980159.0,1491038542633.0,1617215027330.0,2415866282375.0,2259972262805.0,2690618600059.0,2680878285754.0,3075856136390.0,3351943911411.0,3132704001927.0,3109027794630.0,3835277752352.0,3835449829508.0
2. Dự phòng giảm giá hàng tồn kho,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-306005978.0,-136462581.0,-136462581.0,-124670518.0,-124670518.0,-14246234123.0,-14246234123.0,-12628593997.0,-14172136475.0,-14172136475.0,-15928590106.0,-19431213037.0,-12846512742.0,-22622448224.0,-15363882916.0,-23801189598.0,-5315225270.0,-6551762823.0,-7230268157.0,-7933312356.0,-9313180745.0,-8309595095.0,-18331620979.0,-18223101840.0,-15673178686.0,-40764666098.0,-37836431529.0,-21883356237.0,-30333589420.0,-28393379706.0,-29970046772.0,-31599370293.0,-33746555615.0,-37015508772.0,-36032940907.0,-34994582735.0,-30371706848.0,-31416921788.0,-30356921788.0,-98708096860.0,-97865147370.0,-98381753633.0,-109691158601.0,-91653927025.0,-90764534490.0,-87471155091.0,-88215080403.0
V. Tài sản ngắn hạn khác,36800000.0,1675271804.0,10701413935.0,1534261607.0,714475479.0,5575265354.0,839498516.0,925861945.0,1325825986.0,2730584950.0,2188620260.0,977697294.0,743985153.0,1029387348.0,1555631797.0,4664769169.0,2393670900.0,2749085885.0,3367511341.0,3969369293.0,3744405067.0,3486043233.0,3876583958.0,4601314753.0,4374518141.0,4541251965.0,5077513463.0,15052197619.0,18181977787.0,20804753338.0,18911720507.0,22099847404.0,35016611964.0,36601357840.0,33302252754.0,16273054344.0,19989449958.0,21995532217.0,19554087722.0,18052885174.0,28227247949.0,43036835649.0,35174586192.0,40356686904.0,59125340745.0,52857997625.0,71444813087.0,80817655438.0,87756688129.0,91094486312.0,75707445992.0,93411757412.0,98690238296.0,100375186774.0,115812409971.0,119434896978.0,141558949202.0,96230018686.0,105780063652.0,121509137244.0,143574259171.0,138946425228.0,155013035124.0,158809789055.0,183892293964.0,181413211526.0,184706711127.0,205045645466.0,187042525873.0
1. Chi phí trả trước ngắn hạn,36800000.0,426017307.0,0.0,,,,,,,,,,,,5216208.0,699430.0,0.0,178658830.0,11847122.0,794133164.0,465960503.0,303000419.0,599995654.0,1993168512.0,1692250213.0,873333743.0,988674244.0,1945902750.0,2321561183.0,3145401201.0,1567707944.0,2675892822.0,3423167276.0,4762983293.0,2074377085.0,5153893681.0,6066206548.0,7594461836.0,7760743138.0,5866732357.0,11700998209.0,21564109670.0,6344730062.0,8357077050.0,10996713138.0,15098823916.0,14426077531.0,18779708366.0,20800411979.0,16253401083.0,14417267887.0,17694899170.0,18899139808.0,19145333074.0,22577842585.0,31448604635.0,29269873581.0,25483714941.0,25760588625.0,21618001707.0,19241178840.0,20004834657.0,29342432731.0,25555563210.0,36184595936.0,39894573870.0,40022729656.0,78057515538.0,66649893930.0
2. Thuế giá trị gia tăng được khấu trừ,0.0,0.0,0.0,,,,,,,,,,,,197860945.0,85816066.0,189308691.0,366488273.0,342498018.0,299397947.0,275101832.0,608883278.0,221325582.0,149895494.0,211971523.0,86195631.0,170019207.0,8297547538.0,10722483958.0,14800740105.0,13892448445.0,17132262329.0,10769575505.0,11507264571.0,9811611713.0,10874726276.0,13479477586.0,13200546540.0,11558200367.0,11270951036.0,15732028596.0,20762218244.0,27941770618.0,31210673888.0,46426263564.0,37590584703.0,55890303307.0,61763142400.0,65815060850.0,73819603992.0,59582712943.0,75004520674.0,78596192259.0,76609449282.0,74382770259.0,80244188745.0,104658317863.0,65532906796.0,73044598133.0,90868561601.0,115787297506.0,113842633527.0,117387294281.0,118571478411.0,141515184410.0,128144079986.0,123878462341.0,109623324211.0,103046373279.0
3. Thuế và các khoản phải thu Nhà nước,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,929200754.0,1228614921.0,1241297800.0,1241297800.0,1452295220.0,1241297800.0,879882248.0,0.0,0.0,995015078.0,736726858.0,647232499.0,995015078.0,995015078.0,1073174217.0,22763737.0,126160292.0,0.0,30126928.0,182843277.0,443765824.0,1200523841.0,235144217.0,915201781.0,789887626.0,710507735.0,884015897.0,788935966.0,755301773.0,168589006.0,545341265.0,274804672.0,193277177.0,420521117.0,814144682.0,712337568.0,417370879.0,4185820681.0,18851797127.0,7742103598.0,7630757758.0,5213396949.0,6198760664.0,9022573936.0,7688905995.0,5098957044.0,8283308112.0,14682747434.0,6192513618.0,13374557670.0,20805519130.0,17364805717.0,17346258664.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947938123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,0.0,1249254497.0,10701413935.0,,,,,,,,,,,,1352554644.0,4578253673.0,1275161455.0,975323861.0,1771868401.0,1634540382.0,1551047512.0,1332861736.0,2175380474.0,2458250747.0,2470296405.0,2586707513.0,3182093154.0,4161514832.0,4142917568.0,1863596954.0,2378389901.0,2268928516.0,20697708891.0,20331109976.0,21386137028.0,61591110.0,0.0,0.0,0.0,0.0,4333518.0,0.0,4069615.0,0.0,947062270.0,0.0,583090984.0,0.0,0.0,600960120.0,893320480.0,0.0,777535350.0,434583737.0,0.0,0.0,0.0,0.0,776116230.0,0.0,856876830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,3593348130.0,18920931995.0,20481877835.0,29503437069.0,28370934256.0,28764297094.0,30679916714.0,31386438740.0,32184147488.0,38259556425.0,35862201959.0,42584083368.0,40774799249.0,40862273492.0,43964768671.0,43834323278.0,43831324188.0,52798011667.0,50155564094.0,49175713941.0,48851425364.0,46313434094.0,44270034089.0,42375054583.0,171190778149.0,175508134522.0,282807197945.0,273349829078.0,282552569683.0,141897463900.0,146169436960.0,443010345174.0,774785362209.0,921321933804.0,1173638827962.0,1532614560311.0,1633136839941.0,1647801041961.0,1618596553683.0,1659290947731.0,1689754173382.0,1745446596553.0,1814519774634.0,1842233708196.0,2555474192652.0,2960018397246.0,3625495793818.0,3600811240662.0,3573826424641.0,4261588576689.0,4503246734760.0,4574325837508.0,4784090213515.0,5573573972241.0,5567387396798.0,5188473674463.0,5138433522686.0,5170522322623.0,5055620428599.0,4992850813033.0,4981834579856.0,4959738843639.0,4800025225657.0,5138349074677.0,5326751805416.0,5723444099718.0,5938295557168.0,5975180674601.0,5897297584682.0
I. Các khoản phải thu dài hạn,238174658.0,417332079.0,805667440.0,1666284990.0,1016987990.0,962192990.0,177865281.0,177865281.0,177865281.0,177865281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572090208.0,579224208.0,819823208.0,464620560.0,497620560.0,497870560.0,215020000.0,189880000.0,189535000.0,157535000.0,150955000.0,178915000.0,178915000.0,104200000.0,147160000.0,147360000.0,3315210000.0,147360000.0,397211000.0,1892311000.0,377211000.0,307011000.0,4507011000.0,8087868113.0,4530011000.0,4530011000.0,5966179891.0,5953118930.0,1684209160.0,1491910036.0,1253650148.0,1960234385.0,1977763582.0,3964495329.0
