Item,Q4 2010,Q4 2011,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q2 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,19169706.0,32838151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,3034559838.0,4630406378.0,6797406378.0,6797406378.0,7031485378.0,7031485378.0,7031485378.0,7031485378.0,8623473378.0,8623473378.0,8623473378.0,17246946756.0,22283884756.0,22283884756.0,22283884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,28885884756.0,33250884756.0,33250884756.0,33250884756.0,44392827134.0,44392827134.0,51832827134.0,51832827134.0,51832827134.0,87832827134.0,87832827134.0,87832827134.0,87832827134.0,87832827134.0,127832827134.0,127832827134.0,127832827134.0
9. Quỹ dự phòng tài chính,3034559838.0,4630406378.0,6797406378.0,6797406378.0,7031485378.0,7031485378.0,7031485378.0,7031485378.0,8623473378.0,8623473378.0,8623473378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,3034559838.0,4630406378.0,6797406378.0,6797406378.0,7031485378.0,7031485378.0,7031485378.0,7031485378.0,8623473378.0,8623473378.0,8623473378.0,8623473378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,11141942378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,31962048537.0,43426633843.0,9016675000.0,14283816227.0,19510244910.0,22448769128.0,39248138145.0,41656509971.0,11757754321.0,54463520283.0,50969141829.0,54364562629.0,22853075967.0,26541564691.0,64478705022.0,18328587244.0,44284642567.0,9552871563.0,19145825131.0,25110177376.0,79129524827.0,88084275485.0,60250056380.0,102961540249.0,111677040330.0,128241085403.0,65413783245.0,131169627405.0,151845713898.0,82135601982.0,153598688598.0,190683932214.0,214436620003.0,293984570215.0,273708655271.0,340240518873.0,408345386761.0,318956813027.0,380126548389.0,403445132843.0,441012031522.0,452765419118.0,492984027676.0,348074720934.0,404135713034.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,52269423241.0,2158609241.0,2158609241.0,2158609241.0,144705022.0,144705022.0,42387567.0,42387567.0,42387567.0,42387567.0,72745243094.0,13619094595.0,13619094595.0,13619094595.0,109724695764.0,16371169420.0,16371169420.0,16371169420.0,28477802073.0,28435416186.0,28435416186.0,28435416186.0,214436620003.0,84716620003.0,84716620003.0,84716620003.0,243645386761.0,243645386761.0,243645386761.0,243645386761.0,441012031522.0,385262031522.0,185262421522.0,185262421522.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,2095139388.0,20694466726.0,24382955450.0,62320095781.0,18183882222.0,44139937545.0,9510483996.0,19103437564.0,25067789809.0,79087137260.0,15339032391.0,46630961785.0,89342445654.0,98057945735.0,18516389639.0,49042613825.0,114798457985.0,135474544478.0,53657799909.0,125163272412.0,162248516028.0,186001203817.0,79547950212.0,188992035268.0,255523898870.0,323628766758.0,75311426266.0,136481161628.0,159799746082.0,197366644761.0,11753387596.0,107721996154.0,162812299412.0,218873291512.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,774433712763.0,975442549444.0,970933140739.0,984040642337.0,1007880811732.0,1001964853134.0,1131680873049.0,1151125788347.0,1371057793748.0,1462683868182.0,1827973741742.0,1888499754407.0,1900364982388.0,1978889757187.0,2131520838159.0,2259797130079.0,1820810109227.0,1812946358808.0,1805346920755.0,1857664919592.0,2208490820351.0,2133032890593.0,2249578124565.0,2381495758856.0,2672516188911.0,2709794450073.0,2851003625207.0,3010995589689.0,3117770606764.0,3203296492241.0,3336815747748.0,3831096807250.0,4417745940716.0,5117533659339.0,5187451824244.0,5435220690239.0,5616375070296.0,5655583921112.0,5924430021292.0,6035500150938.0,6334995627469.0,6301813720969.0,6345968303893.0,6404284465950.0,6961128667590.0
