Item,Q4 2006,Q4 2007,Q1 2008,Q2 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,132196287924.0,192721264671.0,163968024829.0,191698397646.0,279571888704.0,286779849504.0,323836453940.0,548098481717.0,623531455216.0,992458743324.0,1281239301040.0,1698083087455.0,1504725283346.0,1832890023932.0,1799343339926.0,1801619446469.0,1936790426443.0,1918012289200.0,1931217819218.0,1674475683887.0,1509195950317.0,1383731035838.0,1326440497808.0,1226213360519.0,1350999578959.0,1369167779688.0,1262692707241.0,1196553875471.0,1966981157973.0,1263399279279.0,1574021336414.0,2018106727095.0,1975190602956.0,2043539808803.0,2148582288932.0,2155162517087.0,2110035004915.0,2360133551258.0,1936329947397.0,1783876417542.0,1789831452027.0,2068716388289.0,2271514498303.0,1143686652273.0,2117560373052.0,2100040705327.0,2114481472750.0,2205520769768.0,2311130883461.0,2380527569160.0,2315947889089.0,2350750062700.0,1462839215580.0,1447699161377.0,1338583548768.0,1144792147989.0,2316172391449.0,2385300809481.0,2854777096448.0,3300891412667.0,3181497329496.0,2851208018093.0,2918120430552.0,8953647624769.0
I. Tiền và các khoản tương đương tiền,22923992928.0,27587233120.0,6785278846.0,7152097659.0,40002162023.0,53095948305.0,53723029766.0,59488104125.0,162997584053.0,204340224230.0,249747763703.0,133017682687.0,125196917663.0,226526018075.0,265867559721.0,110374753632.0,154520948747.0,97345754642.0,237275897126.0,67924858020.0,63446806706.0,60212481412.0,62642319830.0,39748521729.0,298805737348.0,193116350388.0,207403030926.0,232821038611.0,360060918592.0,92598446993.0,173041622466.0,626351634440.0,576880129477.0,524486183320.0,454208613221.0,515120227351.0,428688075454.0,567449820337.0,615498770529.0,260262987377.0,324184082083.0,178888223422.0,319443431083.0,220335676462.0,142526664337.0,147792118302.0,133323453352.0,167882994045.0,146076986910.0,210242851576.0,159689866053.0,244578692610.0,219322711611.0,329136378556.0,329814461490.0,323084151130.0,641553582230.0,613070213571.0,793126124154.0,784068909071.0,953430125623.0,978643224333.0,1037972543837.0,1582069843068.0
1. Tiền,22923992928.0,27587233120.0,,7152097659.0,40002162023.0,,,59488104125.0,,94863224230.0,67460763703.0,64530682687.0,60998417663.0,39207018075.0,118525134190.0,55588916474.0,21316948747.0,48145754642.0,12945897126.0,63994858020.0,29016806706.0,40412481412.0,35755319830.0,20661521729.0,298548737348.0,192859350388.0,107146030926.0,145931038611.0,302860918592.0,32898446993.0,130482535210.0,546151634440.0,295680129477.0,179462183320.0,99214809981.0,152991599700.0,84155056489.0,97150249671.0,347395610756.0,65632656417.0,120435157462.0,69956468224.0,69835455042.0,62257535358.0,45772170869.0,101550002404.0,76036119475.0,111457865474.0,115602160741.0,120634892043.0,123389311258.0,232278137815.0,198909108118.0,298135823761.0,290309095618.0,252935874976.0,404156054780.0,598045189392.0,738123775848.0,784066542965.0,936427741777.0,972452073796.0,1037972543837.0,1455359981882.0
2. Các khoản tương đương tiền,0.0,0.0,,0.0,0.0,,,0.0,,109477000000.0,182287000000.0,68487000000.0,64198500000.0,187319000000.0,147342425531.0,54785837158.0,133204000000.0,49200000000.0,224330000000.0,3930000000.0,34430000000.0,19800000000.0,26887000000.0,19087000000.0,257000000.0,257000000.0,100257000000.0,86890000000.0,57200000000.0,59700000000.0,42559087256.0,80200000000.0,281200000000.0,345024000000.0,354993803240.0,362128627651.0,344533018965.0,470299570666.0,268103159773.0,194630330960.0,203748924621.0,108931755198.0,249607976041.0,158078141104.0,96754493468.0,46242115898.0,57287333877.0,56425128571.0,30474826169.0,89607959533.0,36300554795.0,12300554795.0,20413603493.0,31000554795.0,39505365872.0,70148276154.0,237397527450.0,15025024179.0,55002348306.0,2366106.0,17002383846.0,6191150537.0,0.0,126709861186.0
II. Các khoản đầu tư tài chính ngắn hạn,0.0,0.0,0.0,16487000000.0,11887000000.0,0.0,387000000.0,110287000000.0,30249500000.0,3500000000.0,20045000000.0,154652000000.0,68214032703.0,72915981903.0,59143638991.0,59383931315.0,45797649751.0,44151474051.0,34758974051.0,34758974051.0,5077309615.0,7907309615.0,4629510005.0,3579510005.0,38929510005.0,56829510005.0,18679510005.0,17639510005.0,76362165051.0,101561879550.0,120290084189.0,63658421480.0,45249232122.0,45249232122.0,315049232122.0,194397190322.0,134298370409.0,169298370409.0,59815677076.0,404297430548.0,246331476176.0,138231476176.0,58478302811.0,57278302811.0,60399980583.0,58276150607.0,58250519579.0,61362019362.0,61403931812.0,61403931812.0,10538331485.0,10390000000.0,46920000000.0,71558398516.0,38558398516.0,24921300000.0,618144607184.0,299260000000.0,0.0,0.0,596530000000.0,190210000000.0,204226746505.0,741207895204.0
1. Chứng khoán kinh doanh,0.0,0.0,0.0,16487000000.0,11887000000.0,0.0,,110287000000.0,,3500000000.0,20045000000.0,154652000000.0,68214032703.0,72915981903.0,59143638991.0,59383931315.0,46024490521.0,44151474051.0,34758974051.0,34758974051.0,5077309615.0,7907309615.0,4629510005.0,3579510005.0,38929510005.0,56829510005.0,18679510005.0,17639510005.0,76362165051.0,101561879550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359320000000.0,0.0,0.0,27452052543.0
2. Dự phòng giảm giá chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226840770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15221858622.0
3. Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120290084189.0,63658421480.0,45249232122.0,45249232122.0,315049232122.0,194397190322.0,134298370409.0,169298370409.0,59815677076.0,404297430548.0,246331476176.0,138231476176.0,58478302811.0,57278302811.0,60399980583.0,58276150607.0,58250519579.0,61362019362.0,61403931812.0,61403931812.0,10538331485.0,10390000000.0,46920000000.0,71558398516.0,38558398516.0,24921300000.0,618144607184.0,299260000000.0,0.0,0.0,237210000000.0,190210000000.0,204226746505.0,728977701283.0
III. Các khoản phải thu ngắn hạn,75713171022.0,111237575359.0,68546254694.0,46715891284.0,104797951358.0,77023364306.0,76545168880.0,125762034278.0,245227042467.0,525035326391.0,360218456050.0,768574931162.0,983581001342.0,1173561021911.0,1088234975831.0,1218685656333.0,1376931743533.0,1385714887821.0,1221943365727.0,1153367802376.0,1061579424953.0,905717922060.0,883228841661.0,782801542904.0,840689368527.0,923112795895.0,874567619473.0,762570944087.0,1383841951985.0,940779184245.0,1157740541270.0,1176000640750.0,1220713013767.0,1325812271103.0,1198537961603.0,1244988089731.0,1311592792249.0,1361622899658.0,1097679059961.0,926349342429.0,995954574876.0,1526231552465.0,1677549876245.0,689165971524.0,1667038767749.0,1652120888062.0,1714289700837.0,1691486443826.0,1851735542157.0,1854054355356.0,1926181917044.0,1886547205199.0,975469626587.0,845024875633.0,785678430709.0,613615246767.0,822160342764.0,1334034162338.0,1877133369852.0,2326731265286.0,1481893388016.0,1564544400504.0,1524435057011.0,3490344576056.0
1. Phải thu ngắn hạn của khách hàng,70709315242.0,98343781727.0,,32256052730.0,93515243098.0,,,60678187917.0,,149915140854.0,222092676500.0,240995294321.0,275098755657.0,307070796564.0,406874144355.0,502275706463.0,746956418143.0,720059151399.0,599420161142.0,590697172209.0,720215225105.0,495762605098.0,523709710442.0,458505239760.0,512415724924.0,364089704808.0,384799682438.0,372571071559.0,1243161820581.0,751324344003.0,809799583306.0,817103719717.0,763979970700.0,614808859342.0,368400828562.0,384037303028.0,513538720952.0,514356802076.0,477224683468.0,451539725009.0,611303376283.0,1146618615115.0,1310251363525.0,407508395232.0,1425563311150.0,1397866443182.0,1464492155774.0,1451161133395.0,1596666648884.0,1620127524800.0,1611445133094.0,1525053685404.0,731919464938.0,643116717582.0,568139615194.0,441926592031.0,607576212601.0,425118460647.0,422158404602.0,423893238844.0,445167907710.0,485738635184.0,500475680540.0,1255640832529.0
2. Trả trước cho người bán,3394920710.0,10375015099.0,,9229628495.0,8015812674.0,,,52039664520.0,,373163264341.0,135954913343.0,524155216477.0,638733407755.0,821225673675.0,662346986298.0,691837952181.0,610689758280.0,648846650909.0,559556648610.0,505017471259.0,305620224464.0,366653171561.0,298322992468.0,244919781704.0,278493450000.0,374353691719.0,276245631649.0,211837765928.0,107593297891.0,120048336313.0,243711098971.0,220090910091.0,320272170741.0,481492258189.0,343716668940.0,383541566434.0,253385738480.0,276581728677.0,150151858335.0,133126004135.0,103519118356.0,105314433955.0,114654835814.0,84340564909.0,84901960836.0,92385858362.0,96307477064.0,95777593232.0,108173410146.0,97143726019.0,98967964322.0,95829027240.0,48878129457.0,52715627049.0,66081768186.0,36881143827.0,47065858805.0,73723263838.0,157610310159.0,117965825328.0,56864182754.0,74376945020.0,79514117978.0,351711207980.0
3. Phải thu nội bộ ngắn hạn,851757150.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662000000.0,1462000000.0,10130000000.0,75230000000.0,300308000000.0,228387500000.0,238920765480.0,148709202203.0,70309202203.0,97001202203.0,50932232203.0,39645232203.0,29642202203.0,53600500000.0,41711579797.0,36297129048.0,31661385712.0,35547485712.0,33810385712.0,33450385712.0,30335979000.0,33335979000.0,32625979000.0,30425979000.0,12460285000.0,12550285000.0,33349285000.0,70315000000.0,72873073506.0,15339073506.0,15299000000.0,15299000000.0,15299000000.0,17799000000.0
6. Phải thu ngắn hạn khác,757177920.0,2739798446.0,,5451229972.0,3833737734.0,,,13557576138.0,,2313798098.0,2527743109.0,3781297266.0,70290852314.0,45806566056.0,19555859562.0,25114012073.0,20106393826.0,17563207425.0,63720677887.0,58407280820.0,36962783411.0,44520953428.0,62414946778.0,80595329467.0,50539336068.0,185299972921.0,214152878939.0,178792680153.0,33443383831.0,69763054247.0,102924409311.0,137700561260.0,126653633499.0,154603914745.0,186435225274.0,249344481442.0,306368428036.0,422596027401.0,400614176654.0,245303271781.0,230435098034.0,234888521192.0,223236724703.0,149202243783.0,139648215623.0,150357757127.0,143464981944.0,130636531144.0,145009796925.0,135257418335.0,217357540138.0,264253213065.0,171460470742.0,128180969552.0,148411179879.0,153429637804.0,148557848414.0,779147799909.0,1238761943641.0,1783803489664.0,1101651527785.0,1140089129603.0,1075332430257.0,2014264348210.0
7. Dự phòng phải thu ngắn hạn khó đòi,0.0,-221019913.0,,-221019913.0,-566842148.0,,,-513394297.0,,-356876902.0,-356876902.0,-356876902.0,-542014384.0,-542014384.0,-542014384.0,-542014384.0,-820826716.0,-754121912.0,-754121912.0,-754121912.0,-1218808027.0,-1218808027.0,-1218808027.0,-1218808027.0,-759142465.0,-630573553.0,-630573553.0,-630573553.0,-356550318.0,-356550318.0,-356550318.0,-356550318.0,-322761173.0,-322761173.0,-322761173.0,-322761173.0,-620860699.0,-620860699.0,-620860699.0,-620860699.0,-235250000.0,-235250000.0,-235250000.0,-5485732400.0,-24786299657.0,-24786299657.0,-21636299657.0,-21636299657.0,-31924699510.0,-31924699510.0,-31924699510.0,-31924699510.0,-9414417550.0,-9414417550.0,-9414417550.0,-31172411895.0,-14388862056.0,-14270362056.0,-14270362056.0,-14270362056.0,-137089230233.0,-150959309303.0,-146186171764.0,-149070812663.0
IV. Tổng hàng tồn kho,31576843609.0,40220788727.0,54040076091.0,76711308449.0,88764868088.0,119955401520.0,147090499546.0,174476455564.0,137238215438.0,159158821253.0,471198827732.0,453721700666.0,169710990294.0,202002759563.0,223377755444.0,227762175857.0,212049818544.0,244171371511.0,280132149459.0,263869575971.0,237783119484.0,264353796441.0,258123960650.0,271100108240.0,119392833473.0,145198103767.0,121677847438.0,111908173799.0,59535634994.0,66914862039.0,53961269810.0,65447285952.0,56384765377.0,57553660921.0,60402865371.0,61054099769.0,41507715279.0,48877454461.0,47552510207.0,50248567648.0,48421852629.0,50341561310.0,36798728805.0,31464353429.0,78661264649.0,51515191834.0,25761435056.0,40329782340.0,38274159075.0,34687461204.0,108348748139.0,114243903021.0,124428336566.0,107290690907.0,93132114009.0,92487016106.0,78065202671.0,61233836775.0,107047573800.0,109924050575.0,80084046479.0,57490139977.0,95935334925.0,2948067432241.0
1. Hàng tồn kho,31576843609.0,40220788727.0,,76711308449.0,88764868088.0,,,174476455564.0,,159158821253.0,471198827732.0,453721700666.0,169710990294.0,202002759563.0,223377755444.0,227762175857.0,212049818544.0,244171371511.0,280132149459.0,263869575971.0,237783119484.0,264353796441.0,258123960650.0,271100108240.0,119392833473.0,145198103767.0,121677847438.0,111908173799.0,59535634994.0,66914862039.0,53961269810.0,65447285952.0,56384765377.0,57553660921.0,60402865371.0,61054099769.0,41507715279.0,48877454461.0,47552510207.0,50248567648.0,48421852629.0,50341561310.0,36798728805.0,31464353429.0,78661264649.0,51515191834.0,25761435056.0,40329782340.0,38274159075.0,34687461204.0,108348748139.0,114243903021.0,124428336566.0,107290690907.0,93132114009.0,92487016106.0,78065202671.0,61233836775.0,107047573800.0,109924050575.0,80084046479.0,57490139977.0,95935334925.0,2950545309610.0
2. Dự phòng giảm giá hàng tồn kho,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2477877369.0
V. Tài sản ngắn hạn khác,1982280365.0,13675667465.0,34596415198.0,44632100254.0,34119907235.0,36705135373.0,46090755748.0,78084887750.0,47819113258.0,100424371450.0,180029253555.0,188116772940.0,158022341344.0,157884242480.0,162719409939.0,185412929332.0,147490265868.0,146628801175.0,157107432855.0,154554473469.0,141309289559.0,145539526310.0,117815865662.0,128983677641.0,53182129606.0,50911019633.0,40364699399.0,71614208969.0,87180487351.0,61544906452.0,68987818679.0,86648744473.0,75963462213.0,90438461337.0,120383616615.0,139602909914.0,193948051524.0,212885006393.0,115783929624.0,142718089540.0,174939466263.0,175023574916.0,179244159359.0,145442348047.0,168933695734.0,190336356522.0,182856363926.0,244459530195.0,213640263507.0,220138969212.0,111189026368.0,94990261870.0,96698540816.0,94688817765.0,91400144044.0,90684433986.0,156248656600.0,77702596797.0,77470028642.0,80167187735.0,69559769378.0,60320253279.0,55550748274.0,191957878200.0
1. Chi phí trả trước ngắn hạn,605662919.0,2367374701.0,,4439031140.0,3038130284.0,,,1640385118.0,,4545040027.0,3074167300.0,3464917075.0,297106347.0,1014520299.0,2914343684.0,325816876.0,106405336.0,575842500.0,472625571.0,1267576641.0,13425189219.0,2017033255.0,3202962215.0,3293419596.0,205100501.0,107348279.0,77999544.0,54052231.0,19428789.0,1839509976.0,2032723120.0,2496635053.0,2497322813.0,3387699070.0,1213044003.0,1167996727.0,733130886.0,7027348842.0,17372360123.0,25136582246.0,33278225798.0,41830359892.0,47334817718.0,54425631771.0,64629867891.0,89436361550.0,82894351268.0,90344387961.0,98840332500.0,106296265350.0,1094082312.0,1219935154.0,1211092152.0,1224120734.0,905982466.0,626016606.0,1022853597.0,220768828.0,1048041739.0,2648484269.0,3813617343.0,3692417405.0,2401865146.0,40379417368.0
2. Thuế giá trị gia tăng được khấu trừ,213154777.0,24144878.0,,1658111978.0,2548506944.0,,,17172751062.0,,28524017671.0,64535517694.0,63918889766.0,80569755910.0,86011311837.0,83559495469.0,89925902445.0,99549579026.0,83418309633.0,87357390983.0,83361878928.0,78979324299.0,82769594813.0,75230281453.0,98716666485.0,30176070338.0,27684170086.0,18953250375.0,33210337900.0,47035578193.0,49384896865.0,57199081479.0,75797380119.0,68900589570.0,84170925409.0,116270866954.0,135535207529.0,190288614098.0,202930161762.0,95493133602.0,114664746202.0,132220976929.0,124960027306.0,128876242523.0,87965077350.0,96063056205.0,92717040665.0,91779891467.0,92313328557.0,94991086190.0,94035821691.0,92341622128.0,90174671301.0,91331226990.0,89282879150.0,86450368778.0,85944276614.0,84149378904.0,77129441371.0,74478458816.0,76457798234.0,64830309596.0,56129930642.0,52648544900.0,143442043402.0
3. Thuế và các khoản phải thu Nhà nước,4200000.0,6720000.0,,107320238.0,19738322.0,,,1260106494.0,,2544261110.0,1587697058.0,1191087390.0,1124703943.0,1189238943.0,1219999143.0,406704564.0,0.0,4272000.0,2292000.0,60145499.0,3577979.0,0.0,47152818.0,1315637130.0,2292294692.0,1018924500.0,2696337965.0,5403214691.0,11543189745.0,10320499611.0,9756014080.0,8354729301.0,4565549830.0,2879836858.0,2899705658.0,2899705658.0,2926306540.0,2927495789.0,2918435899.0,2916761092.0,9440263536.0,8233187718.0,3033099118.0,3051638926.0,8240771638.0,8182954307.0,8182121191.0,61801813677.0,19808844817.0,19806882171.0,17753321928.0,3595655415.0,4156221674.0,4181817881.0,4043792800.0,4114140766.0,7576424099.0,352386598.0,1943528087.0,1060905232.0,915842439.0,497905232.0,500338228.0,8136417430.0
4. Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,1159262669.0,11277427886.0,,38427636898.0,28513531685.0,,,58011645076.0,,64811052642.0,110831871503.0,119541878709.0,76030775144.0,69669171401.0,75025571643.0,94754505447.0,47834281506.0,62630377042.0,69275124301.0,69864872401.0,48901198062.0,60752898242.0,39335469176.0,25657954430.0,20508664075.0,22100576768.0,18637111515.0,32946604147.0,28582290624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,28305507765.0,29210490190.0,30806489577.0,35592229759.0,51456419034.0,80067146888.0,218724550849.0,270002710236.0,524163447166.0,731519621566.0,995460436717.0,1080765651408.0,1673807776138.0,1850811197887.0,2024660932861.0,2266749585129.0,2485546158772.0,2522241056670.0,2975994364099.0,3184598957797.0,2658674242256.0,2548409974006.0,2580079101877.0,2887181905977.0,3419423317827.0,3866325496888.0,4349101185634.0,4790068097271.0,4246356127077.0,4524200688726.0,5022165874061.0,5384427180285.0,5111160271020.0,5436823400871.0,5969019080053.0,6303727223725.0,7209817657567.0,7448636400558.0,8026530848220.0,8888754756445.0,8978995180576.0,8504879571030.0,8582438146858.0,9633203263993.0,8713539788828.0,8701520810517.0,8748682136580.0,8797261569653.0,8706869287306.0,8645174359036.0,8740272095118.0,8543336120887.0,8695631385992.0,8650520913589.0,8618412745127.0,8698062628524.0,8515096644136.0,8471489543599.0,8426158967710.0,8297200064559.0,8451153584287.0,8748912889743.0,8753120964461.0,16135734688757.0
I. Các khoản phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,31344395.0,1305000000.0,996252668.0,92606000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000000.0,3248000000.0,3248000000.0,250642124472.0,391142124472.0,330922537032.0,329187032090.0,339787328285.0,354945799897.0,281117140816.0,287854549202.0,287293124712.0,239239497607.0,227288409047.0,1202645668253.0,227542226459.0,217616806429.0,206665549533.0,285917972176.0,142934080353.0,149182801283.0,149232963270.0,59290685496.0,122984283349.0,122984403038.0,122984524117.0,215766044869.0,128400304638.0,126152975742.0,129484275742.0,124394626536.0,126747483752.0,146732400156.0,149891601501.0,314759722295.0
1. Phải thu dài hạn của khách hàng,0.0,0.0,0.0,0.0,0.0,0.0,,1305000000.0,,92606000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250519019957.0,250519019957.0,250519019957.0,250519019957.0,250519019957.0,250519019957.0,186819019957.0,187543789957.0,187543789957.0,167543789957.0,167543789957.0,1142724297389.0,167543789957.0,157543789957.0,147543789957.0,226743012600.0,83683500000.0,89903800000.0,89903800000.0,0.0,0.0,0.0,0.0,89903800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140500000000.0,30500000000.0,28680745000.0,16180745000.0,2200000000.0,2200000000.0,2200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000000.0,3248000000.0,3248000000.0,3273104515.0,3273104515.0,53053517075.0,53137267133.0,76237563328.0,105376779940.0,95248120859.0,101260759245.0,102899334755.0,74845707650.0,62894619090.0,63071370864.0,59998436502.0,60073016472.0,62271759576.0,62324959576.0,62400580353.0,62429001283.0,62479163270.0,62440685496.0,126134283349.0,126134403038.0,126134524117.0,129012244869.0,131550304638.0,129302975742.0,132634275742.0,127544626536.0,129897483752.0,149882400156.0,153041601501.0,319744754121.0
6. Dự phòng phải thu dài hạn khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,0.0,0.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-3150000000.0,-4985031826.0
II. Tài sản cố định,18007328267.0,15223300034.0,14798394736.0,20536115352.0,17238023146.0,16238457349.0,22501081103.0,26686068714.0,25183156439.0,40856961936.0,51570351129.0,37582497470.0,43900396975.0,49174192460.0,53598629081.0,53701814360.0,53001137007.0,50569975920.0,48180045201.0,47144539103.0,46513125458.0,739202129318.0,733224462214.0,734407381473.0,711268592311.0,712879729946.0,705244673311.0,709107618889.0,685620674856.0,667280492400.0,647949947762.0,2189996263562.0,2440807716569.0,2404136373041.0,2362543165460.0,2314708332773.0,2263324433562.0,2649588824426.0,2767400017459.0,2693666508823.0,2754790147057.0,2666023961024.0,2946334103253.0,2927847789750.0,2913206723089.0,5933049642220.0,5876373331376.0,5820975964302.0,5762835154589.0,5831081549985.0,5781396556146.0,5777512029875.0,6238520709686.0,6174799062661.0,6111058889730.0,6117228150477.0,6044520750744.0,5872439943319.0,5801130692630.0,5901510275736.0,5822704380675.0,5742131977085.0,5669987930362.0,7145779034437.0
